"timestamp","on_off","damper","active_energy","co2_1","ambient_humidity","active_power","power_generated","high_pressure_1","high_pressure_2","low_pressure_1","low_pressure_2","high_pressure_3","low_pressure_3","outside_temp","outlet_temp","inlet_temp","summer_SP_temp","winter_SP_temp","ambient_temp"
"2022-06-01 05:55:00.000000000",0,0,\N,972,38,0.51,\N,12.81,12.7,12.99,12.8,12.8,12.8,18.3,19.1,17.7,22.5,18,23.2
"2022-06-01 06:00:00.000000000",0,0,762622.31,977,38,0.51,4,12.81,12.6,12.93,12.8,12.8,12.8,18.2,19,17.6,22.5,18,23.2
"2022-06-01 06:05:00.000000000",0,0,\N,972,38,0.51,\N,12.75,12.6,12.87,12.8,12.8,12.7,18,18.9,17.4,22.5,18,23.2
"2022-06-01 06:10:00.000000000",0,0,\N,972,38,0.51,\N,12.69,12.6,12.81,12.7,12.7,12.7,18.1,18.7,17.3,22.5,18,23.1
"2022-06-01 06:15:00.000000000",0,0,762622.52,977,38,0.51,4,12.62,12.5,12.75,12.6,12.7,12.6,18,18.6,17.1,22.5,18,23.1
"2022-06-01 06:20:00.000000000",0,0,\N,977,38,0.51,\N,12.56,12.5,12.69,12.6,12.6,12.6,17.9,18.5,16.8,22.5,18,23.1
"2022-06-01 06:25:00.000000000",0,0,\N,975,38,0.51,\N,12.5,12.4,12.62,12.6,12.6,12.5,18,18.4,16.6,22.5,18,23.1
"2022-06-01 06:30:00.000000000",0,0,762622.71,977,38,0.51,0,12.5,12.3,12.62,12.5,12.5,12.5,18,18.3,16.6,22.5,18,23.1
"2022-06-01 06:35:00.000000000",0,0,\N,977,38,0.51,\N,12.5,12.3,12.62,12.5,12.5,12.5,18,18.2,16.5,22.5,18,23.1
"2022-06-01 06:40:00.000000000",0,0,\N,975,38,0.51,\N,12.56,12.3,12.62,12.5,12.5,12.4,18,18.1,16.4,22.5,18,23.1
"2022-06-01 06:45:00.000000000",0,0,762622.92,977,38,0.51,4,12.56,12.3,12.69,12.4,12.5,12.4,18,18,16.3,22.5,18,23.1
"2022-06-01 06:50:00.000000000",0,0,\N,977,38,0.51,\N,12.56,12.3,12.69,12.4,12.5,12.4,18,18,16.3,22.5,18,23.1
"2022-06-01 06:55:00.000000000",0,0,\N,977,38,0.51,\N,12.56,12.3,12.69,12.4,12.5,12.4,18,18,16.3,22.5,18,23.1
"2022-06-01 07:00:00.000000000",0,0,762623.11,975,38,0.51,4,12.5,12.3,12.62,12.4,12.5,12.4,17.8,18,16.3,22.5,18,23.1
"2022-06-01 07:05:00.000000000",0,0,\N,980,38,0.51,\N,12.5,12.3,12.69,12.4,12.5,12.4,17.9,17.9,16.5,22.5,18,23.1
"2022-06-01 07:10:00.000000000",0,0,\N,977,38,0.51,\N,12.5,12.3,12.69,12.5,12.5,12.4,17.9,18,16.6,22.5,18,23
"2022-06-01 07:15:00.000000000",0,0,762623.24,977,38,0.51,4,12.5,12.3,12.69,12.5,12.5,12.4,17.9,18,16.7,22.5,18,23
"2022-06-01 07:20:00.000000000",0,0,\N,975,38,0.51,\N,12.56,12.4,12.62,12.5,12.5,12.4,17.9,18.1,16.9,22.5,18,23
"2022-06-01 07:25:00.000000000",0,0,\N,975,38,0.51,\N,12.56,12.4,12.62,12.5,12.5,12.4,18,18.2,17.3,22.5,18,23
"2022-06-01 07:30:00.000000000",0,0,762623.45,975,38,0.51,0,12.56,12.4,12.69,12.6,12.5,12.4,18.1,18.2,17.4,22.5,18,23
"2022-06-01 07:35:00.000000000",0,0,\N,975,38,0.51,\N,12.56,12.5,12.69,12.7,12.6,12.5,18.1,18.4,17.6,22.5,18,23
"2022-06-01 07:40:00.000000000",0,0,\N,980,38,0.51,\N,12.56,12.5,12.75,12.7,12.6,12.6,18.2,18.5,17.7,22.5,18,23
"2022-06-01 07:45:00.000000000",0,0,762623.64,975,38,0.51,4,12.62,12.6,12.75,12.8,12.6,12.6,18.4,18.6,18,22.5,18,23
"2022-06-01 07:50:00.000000000",0,0,\N,975,38,0.51,\N,12.69,12.7,12.81,12.8,12.7,12.6,18.7,19,18.2,22.5,18,23
"2022-06-01 07:55:00.000000000",0,0,\N,977,38,0.51,\N,12.75,12.8,12.87,12.9,12.8,12.7,18.7,19.2,18.5,22.5,18,23
"2022-06-01 08:00:00.000000000",0,0,762623.83,975,38,0.51,4,12.81,12.9,12.93,13,12.9,12.8,19.1,19.5,19,22.5,18,23
"2022-06-01 08:05:00.000000000",0,0,\N,975,38,0.51,\N,12.93,13,13.05,13.1,12.9,12.9,19.4,19.8,19.3,22.5,18,23
"2022-06-01 08:10:00.000000000",0,0,\N,975,39,0.51,\N,12.99,13,13.12,13.2,13,13,19.6,20,19.6,22.5,18,23
"2022-06-01 08:15:00.000000000",0,0,762624.04,972,39,0.51,4,13.05,13.1,13.24,13.3,13.2,13.1,19.7,20.4,20,22.5,18,23
"2022-06-01 08:20:00.000000000",0,0,\N,970,39,0.51,\N,13.18,13.2,13.3,13.4,13.3,13.2,19.8,20.6,20.4,22.5,18,23
"2022-06-01 08:25:00.000000000",0,0,\N,972,39,0.51,\N,13.24,13.3,13.36,13.4,13.3,13.3,20,20.9,21.1,22.5,18,23
"2022-06-01 08:30:00.000000000",0,0,762624.22,975,39,0.51,4,13.3,13.4,13.49,13.6,13.5,13.4,20.2,21.2,21.3,22.5,18,23
"2022-06-01 08:35:00.000000000",0,0,\N,977,39,0.51,\N,13.36,13.5,13.55,13.7,13.6,13.5,20.5,21.4,21.6,22.5,18,23
"2022-06-01 08:40:00.000000000",0,0,\N,975,39,0.51,\N,13.49,13.6,13.67,13.7,13.7,13.6,20.8,21.7,22.1,22.5,18,23
"2022-06-01 08:45:00.000000000",0,0,762624.41,975,39,0.51,0,13.61,13.7,13.79,13.9,13.8,13.8,21,21.9,22.5,22.5,18,23
"2022-06-01 08:50:00.000000000",0,0,\N,977,39,0.51,\N,13.73,13.8,13.92,14,14,13.9,21.6,22.1,23,22.5,18,23
"2022-06-01 08:55:00.000000000",0,0,\N,977,39,0.51,\N,13.92,13.9,14.04,14.1,14.1,14,21.7,22.2,23.3,22.5,18,23
"2022-06-01 09:00:00.000000000",0,0,762624.62,975,39,0.51,4,13.98,14,14.1,14.2,14.2,14.1,22.1,22.4,23.7,22.5,18,23.1
"2022-06-01 09:05:00.000000000",0,0,\N,972,39,0.51,\N,14.04,14.2,14.22,14.3,14.3,14.2,22.3,22.7,24,22.5,18,23
"2022-06-01 09:10:00.000000000",0,0,\N,977,39,0.51,\N,14.16,14.3,14.41,14.4,14.5,14.4,22.6,22.9,24.4,22.5,18,23.1
"2022-06-01 09:15:00.000000000",0,0,762624.75,975,39,0.51,16,14.35,14.4,14.53,14.6,14.7,14.6,23.2,23.1,24.9,22.5,18,23.1
"2022-06-01 09:20:00.000000000",0,0,\N,977,39,0.51,\N,14.47,14.5,14.59,14.7,14.7,14.7,23.3,23.3,25.2,22.5,18,23.1
"2022-06-01 09:25:00.000000000",0,0,\N,975,39,0.51,\N,14.53,14.5,14.72,14.8,14.9,14.8,23.5,23.4,25.4,22.5,18,23.1
"2022-06-01 09:30:00.000000000",1,0,762626.79,980,39,19.55,20,13.98,27.1,13.18,10.4,15.1,15,23.5,18.7,23.8,22.5,18,23.1
"2022-06-01 09:35:00.000000000",1,0,\N,977,39,18.91,\N,13.55,19.7,13.05,9.9,14.8,14.8,23.5,17.5,23.2,22.5,18,23.2
"2022-06-01 09:40:00.000000000",1,0,\N,980,39,18.99,\N,13.86,19.9,13.05,9.8,14.8,14.7,23.8,17.2,23.1,22.5,18,23.2
"2022-06-01 09:45:00.000000000",1,0,762636.64,987,39,18.79,36,13.86,19.9,13.12,9.7,14.8,14.7,23.7,17.1,22.9,22.5,18,23
"2022-06-01 09:50:00.000000000",1,0,\N,1000,39,18.87,\N,13.67,20.2,13.24,9.7,14.8,14.7,24.2,17,22.9,22.5,18,23
"2022-06-01 09:55:00.000000000",1,0,\N,1005,39,18.71,\N,13.61,19.9,13.24,9.7,14.8,14.7,24.4,17,22.8,22.5,18,23
"2022-06-01 10:00:00.000000000",1,0,762646.55,1010,39,18.87,36,13.55,20.2,13.3,9.7,14.8,14.7,25.4,17,22.7,22.5,18,22.9
"2022-06-01 10:05:00.000000000",1,0,\N,1012,39,18.91,\N,13.24,20.2,13.36,9.8,14.8,14.7,26.8,17,22.7,22.5,18,22.9
"2022-06-01 10:10:00.000000000",1,0,\N,1015,39,19.07,\N,13.12,20.2,13.3,9.8,14.8,14.7,27,17,22.6,22.5,18,22.9
"2022-06-01 10:15:00.000000000",1,0,762656.38,1017,39,18.95,36,13.05,20.3,13.3,9.8,14.8,14.7,27.7,17,22.7,22.5,18,22.9
"2022-06-01 10:20:00.000000000",1,0,\N,1017,39,19.07,\N,13.05,20.7,13.24,9.8,14.8,14.7,28.5,17.1,22.6,22.5,18,22.9
"2022-06-01 10:25:00.000000000",1,0,\N,1022,39,19.03,\N,13.05,20.6,13.24,9.7,14.8,14.7,28,17.1,22.8,22.5,18,22.9
"2022-06-01 10:30:00.000000000",1,0,762666.35,1022,38,18.95,36,13.05,20.5,13.24,9.8,14.9,14.8,28.9,17.1,22.7,22.5,18,22.9
"2022-06-01 10:35:00.000000000",1,0,\N,1035,38,19.11,\N,13.05,20.7,13.24,9.8,14.8,14.7,29.1,17.2,22.7,22.5,18,22.9
"2022-06-01 10:40:00.000000000",1,0,\N,1047,38,19.07,\N,13.05,20.7,13.3,9.8,14.8,14.7,29.1,17.2,22.7,22.5,18,22.8
"2022-06-01 10:45:00.000000000",1,0,762676.26,1060,38,18.95,40,13.05,20.9,13.3,9.8,14.8,14.7,29.3,17.2,22.7,22.5,18,22.8
"2022-06-01 10:50:00.000000000",1,0,\N,1065,38,18.91,\N,13.05,20.9,13.36,9.8,14.8,14.8,29.3,17.2,22.8,22.5,18,22.8
"2022-06-01 10:55:00.000000000",1,0,\N,1070,37,19.11,\N,13.05,20.8,13.42,9.9,14.9,14.7,29.4,17.3,22.8,22.5,18,22.8
"2022-06-01 11:00:00.000000000",1,0,762686.18,1072,37,19.07,36,13.12,21,13.42,9.8,14.9,14.8,30.1,17.3,22.8,22.5,18,22.8
"2022-06-01 11:05:00.000000000",1,0,\N,1077,37,27.55,\N,20.01,20.8,9.18,9.2,14.7,14.6,29.2,14.1,22.9,22,18,22.8
"2022-06-01 11:10:00.000000000",1,0,\N,1085,37,26.99,\N,20.07,20.3,8.44,9,14.6,14.5,28.9,11.7,22.5,22,18,22.8
"2022-06-01 11:15:00.000000000",1,0,762699.36,1100,37,27.19,44,20.14,20.3,8.74,9,14.6,14.5,28.5,11.5,22.4,22,18,22.7
"2022-06-01 11:20:00.000000000",1,2,\N,1110,37,27.19,\N,20.14,20.4,8.74,8.8,14.6,14.4,28.5,11.4,22.1,22,18,22.7
"2022-06-01 11:25:00.000000000",1,3,\N,1117,37,27.19,\N,20.2,20.4,8.74,8.9,14.4,14.3,29,11.4,22.1,22,18,22.7
"2022-06-01 11:30:00.000000000",1,3,762713.6,1117,37,27.11,44,20.38,20.4,8.62,9,14.4,14.3,28.4,11.4,22,22,18,22.7
"2022-06-01 11:35:00.000000000",1,3,\N,1117,37,27.47,\N,20.94,20.9,8.5,8.8,14.4,14.2,29.9,11.5,22,22,18,22.5
"2022-06-01 11:40:00.000000000",1,5,\N,1130,37,27.07,\N,20.44,20.7,8.37,8.9,14.3,14.2,28.9,11.4,22,22,18,22.5
"2022-06-01 11:45:00.000000000",1,7,762727.71,1135,36,27.51,48,21,20.6,8.44,9,14.4,14.3,29.6,11.4,21.9,22,18,22.5
"2022-06-01 11:50:00.000000000",1,8,\N,1140,36,27.43,\N,20.75,20.7,8.37,9,14.3,14.3,29.3,11.5,21.9,22,18,22.4
"2022-06-01 11:55:00.000000000",1,11,\N,1155,36,27.11,\N,20.38,20.5,8.37,9,14.4,14.3,29.1,11.6,21.9,22,18,22.4
"2022-06-01 12:00:00.000000000",1,12,762742.01,1165,36,27.15,44,20.38,20.7,8.5,8.9,14.4,14.4,28.9,11.5,21.8,22,18,22.4
"2022-06-01 12:05:00.000000000",1,13,\N,1165,36,27.47,\N,20.94,21,8.81,9,14.5,14.4,30.2,11.6,21.8,22,18,22.4
"2022-06-01 12:10:00.000000000",1,13,\N,1167,36,27.15,\N,20.38,20.7,8.74,9.1,14.5,14.4,30,11.7,21.9,22,18,22.3
"2022-06-01 12:15:00.000000000",1,14,762756.34,1170,36,27.23,44,20.94,21.1,8.68,9,14.5,14.4,30.2,11.8,21.9,22,18,22.3
"2022-06-01 12:20:00.000000000",1,15,\N,1175,36,27.35,\N,21.06,21.3,8.87,8.9,14.5,14.4,30,11.8,21.8,22,18,22.3
"2022-06-01 12:25:00.000000000",1,15,\N,1180,36,27.51,\N,21.37,21.5,8.62,9.1,14.5,14.4,30.2,11.9,21.9,22,18,22.3
"2022-06-01 12:30:00.000000000",1,16,762770.64,1182,36,27.51,48,21.31,21.2,8.5,9.1,14.5,14.4,30.6,12,22,22,18,22.3
"2022-06-01 12:35:00.000000000",1,17,\N,1187,36,27.55,\N,21.49,21.4,8.81,9,14.5,14.4,30.4,12,22,22,18,22.3
"2022-06-01 12:40:00.000000000",1,17,\N,1187,36,27.43,\N,20.94,21.3,8.87,9,14.5,14.4,30.2,11.9,21.9,22,18,22.3
"2022-06-01 12:45:00.000000000",1,16,762784.94,1185,36,27.75,44,21.92,21.5,8.62,9.2,14.5,14.4,31,12.2,21.9,22,18,22.3
"2022-06-01 12:50:00.000000000",1,15,\N,1175,36,27.43,\N,21,21.4,8.93,9,14.5,14.4,30.4,12,21.9,22,18,22.2
"2022-06-01 12:55:00.000000000",1,15,\N,1180,36,27.51,\N,21.18,21.3,8.87,9.1,14.5,14.4,30.2,12,21.9,22,18,22.3
"2022-06-01 13:00:00.000000000",1,12,762799.39,1175,36,27.67,44,21.43,21.4,8.74,9,14.5,14.4,30.6,12.2,21.8,22,18,22.3
"2022-06-01 13:05:00.000000000",1,14,\N,1175,36,27.71,\N,21.8,21.8,8.68,9.2,14.5,14.4,30.6,12.2,21.8,22,18,22.2
"2022-06-01 13:10:00.000000000",1,15,\N,1175,36,27.35,\N,21.31,21.2,8.68,9,14.4,14.4,30.6,12,21.9,22,18,22.2
"2022-06-01 13:15:00.000000000",1,14,762813.81,1170,36,27.67,44,21.06,21.6,8.87,9.2,14.5,14.4,29.9,12,21.9,22,18,22.3
"2022-06-01 13:20:00.000000000",1,14,\N,1170,36,27.91,\N,22.17,22.1,8.81,9.1,14.5,14.4,31.3,12.3,21.9,22,18,22.2
"2022-06-01 13:25:00.000000000",1,14,\N,1170,36,27.87,\N,21.55,21.7,8.62,9.2,14.5,14.4,30.3,12.1,21.8,22,18,22.2
"2022-06-01 13:30:00.000000000",1,11,762828.11,1170,36,20.07,48,21,16.3,8.93,12,14.6,14.5,29.2,14.3,22,22,18,22.2
"2022-06-01 13:35:00.000000000",1,14,\N,1170,36,19.35,\N,22.41,15.9,9.91,13.4,15.1,15,31.5,18.1,22.3,22,18,22.3
"2022-06-01 13:40:00.000000000",1,10,\N,1162,37,19.47,\N,22.54,13.5,9.91,13.6,15.2,15.1,32.2,18.5,22.7,22,18,22.4
"2022-06-01 13:45:00.000000000",1,12,762838.24,1162,36,20.83,36,22.29,13.4,9.98,13.6,15.2,15.2,31.6,18.4,22.8,22,18,22.4
"2022-06-01 13:50:00.000000000",1,12,\N,1160,36,27.75,\N,22.17,21.4,9.11,9.3,14.9,14.8,28.7,12.9,22.6,22,18,22.4
"2022-06-01 13:55:00.000000000",1,10,\N,1150,37,28.19,\N,22.78,21.7,8.68,9.3,14.7,14.5,29.3,12.7,22.3,22,18,22.5
"2022-06-01 14:00:00.000000000",1,10,762852.87,1150,37,28.23,44,22.35,21.9,9.05,9.3,14.6,14.5,30.1,12.5,22.2,22,18,22.4
"2022-06-01 14:05:00.000000000",1,8,\N,1142,37,27.79,\N,21.43,22,8.74,9.2,14.6,14.5,29.6,12.5,22.2,22,18,22.4
"2022-06-01 14:10:00.000000000",1,9,\N,1145,38,28.19,\N,22.54,22.6,8.74,9.2,14.6,14.5,30,12.6,22.3,22,18,22.4
